pop species lon lat bio1 bio2 bio3 bio4 bio5 bio6 bio7 bio8 bio9 bio10 bio11 bio12 bio13 bio14 bio15 bio16 bio17 bio18 bio19
LiuJQ-MZL-2013-238 Ne 124.38425 40.62366667 9.39999961853027 10.6999998092651 25.2999992370605 1153.5 28.3999996185303 -13.6999998092651 42.0999984741211 23.8999996185303 -7.80000019073486 22.8999996185303 -5.69999980926514 1037 290 10 108.199996948242 680 41 680 41
LiuJQ-MZL-2013-247 Ne 126.5994722 41.94136111 6.40000009536743 12.3999996185303 25.2999992370605 1331.80004882812 28.2000007629395 -20.6000003814697 48.7999992370605 23.3999996185303 -13.8999996185303 21.8999996185303 -11.3999996185303 927 236 9 101.800003051758 596 38 596 38
LiuJQ-MZL-2013-257 Ne 127.5297778 41.47919444 5.90000009536743 12.1999998092651 25.8999996185303 1280.40002441406 27.2000007629395 -19.7999992370605 47 22.2000007629395 -13.3000001907349 20.7999992370605 -11.1000003814697 848 208 10 97.3000030517578 532 40 532 40
LiuJQ-MZL-2013-264 Ne 128.1434167 41.57469444 3.29999995231628 12.1999998092651 26.5 1252.09997558594 24.2999992370605 -21.7999992370605 46.0999984741211 19.3999996185303 -15.1000003814697 17.8999996185303 -13.1000003814697 794 189 9 97.0999984741211 498 32 498 32
LiuJQ-MZL-2013-270 Ne 126.8848333 42.62916667 6.09999990463257 12.3999996185303 25.1000003814697 1339.09997558594 28 -21.3999996185303 49.4000015258789 23.2000007629395 -14.3999996185303 21.7000007629395 -11.6999998092651 845 223 10 102 543 35 543 35
LiuJQ-MZL-2013-282 Ne 128.9276111 42.48758333 5.90000009536743 11.8000001907349 27.1000003814697 1190.90002441406 25.8999996185303 -17.7000007629395 43.5999984741211 21.2000007629395 -11.6000003814697 19.7999992370605 -9.69999980926514 686 166 5 98.5999984741211 429 21 429 21
LiuJQ-MZL-2013-298 Ne 129.0338889 43.90666667 5 11.5 24.6000003814697 1322.30004882812 26.3999996185303 -20.3999996185303 46.7999992370605 21.7999992370605 -14.5 20.2999992370605 -12.3999996185303 629 155 3 103.800003051758 407 15 407 15
LiuJQ-MZL-2013-313 Ne 129.7575 46.71594444 4.90000009536743 11.5 22.7999992370605 1462.40002441406 28 -22.2999992370605 50.2999992370605 23.2000007629395 -17.2000007629395 21.7999992370605 -14.3999996185303 617 144 4 101 395 18 395 18
LiuJQ-MZL-2013-327 Ne 127.1319444 45.38769444 6 11.5 22.7999992370605 1439.19995117188 28.5 -22 50.5 23.8999996185303 -16 22.7000007629395 -13.1000003814697 610 185 3 113 415 15 415 15
LiuJQ-MZL-2013-338 Ne 126.7770833 48.75094444 2.59999990463257 12.1000003814697 22.6000003814697 1567.59997558594 26.8999996185303 -26.7999992370605 53.7000007629395 21.8999996185303 -21 20.7000007629395 -18.2000007629395 566 157 4 110.599998474121 379 14 379 14
LiuJQ-MZL-2013-342 Ne 127.6398333 49.46366667 2.59999990463257 12.6999998092651 23.2999992370605 1576.5 27.8999996185303 -26.6000003814697 54.5 22.2000007629395 -20.7000007629395 20.7000007629395 -18.1000003814697 572 141 4 101.300003051758 362 19 362 19
LiuJQ-MZL-2013-349A Ne 127.4135 50.16175 3 11.6999998092651 22.3999996185303 1534.80004882812 27.7000007629395 -24.5 52.2000007629395 22.3999996185303 -19.2999992370605 20.7999992370605 -17 582 141 5 100.199996948242 365 22 365 22
LiuJQ-MZL-2013-357 Ne 126.5409722 49.518 1.10000002384186 12.6000003814697 24.2000007629395 1493.09997558594 25.6000003814697 -26.6000003814697 52.2000007629395 20.2000007629395 -20.3999996185303 18.6000003814697 -18.1000003814697 604 161 5 107.300003051758 396 17 396 17
LiuJQ-MZL-2013-361 Ne 124.1177778 50.43052778 1.5 14.6999998092651 26.7000007629395 1532.30004882812 27.3999996185303 -27.6000003814697 55 21.1000003814697 -20.2000007629395 19.5 -18.2000007629395 519 137 3 110.099998474121 348 11 348 11
LiuJQ-MZL-2013-398 Ne 118.1725556 42.10461111 7.40000009536743 12.3000001907349 27.7000007629395 1226.5 28.6000003814697 -15.8000001907349 44.4000015258789 23.2000007629395 -8.10000038146973 21.8999996185303 -8.39999961853027 436 126 1 114.900001525879 302 6 302 6
LiuJQ-MZL-2013-422 mixed 111.7 40.93136111 6.5 12.8000001907349 27.8999996185303 1237.90002441406 28.3999996185303 -17.3999996185303 45.7999992370605 21.2999992370605 -11 21.3999996185303 -9.30000019073486 291 91 2 116.699996948242 201 6 193 6
LiuJQ-MZL-2013-425 mixed 105.9248056 38.74583333 6.90000009536743 10.6999998092651 27.1000003814697 1082.09997558594 26.2000007629395 -13.3999996185303 39.5999984741211 20.5 -8 20.1000003814697 -6.69999980926514 252 59 1 94 151 4 145 4
LiuJQ-QTP-2013-102 rot 92.93527778 29.03555556 6.19999980926514 12.3999996185303 43.0999984741211 589.299987792969 18.7000007629395 -10 28.7000007629395 13.8000001907349 -2.20000004768372 13.1999998092651 -1.20000004768372 354 95 1 108.5 229 5 229 5
LiuJQ-QTP-2013-196 rot 92.58152778 28.59327778 5.30000019073486 14.8000001907349 47.9000015258789 589.700012207031 18.3999996185303 -12.6000003814697 31 12.8999996185303 -2.90000009536743 12.5 -2 289 78 1 108.199996948242 192 5 192 5
LiuJQ-QTP-2013-210 rot 97.47755556 28.78761111 8.89999961853027 10.1999998092651 41.7999992370605 526.200012207031 20.3999996185303 -4 24.3999996185303 15.3999996185303 2.59999990463257 15 2.20000004768372 954 199 7 83.5 527 29 527 39
LJ rot 100.3666667 27.41666667 9.10000038146973 11.1999998092651 45.0999984741211 522.400024414062 19.7000007629395 -5.19999980926514 24.8999996185303 15.1999998092651 2.29999995231628 15.1000003814697 2.40000009536743 713 138 8 71.3000030517578 353 34 353 39
LZQ-106 rot 102.3541667 27.69965 13.1000003814697 11.3000001907349 45.7999992370605 493.5 23.6000003814697 -1 24.6000003814697 18.8999996185303 5.80000019073486 18.7000007629395 6.59999990463257 815 176 6 92.5 467 22 467 22
LZQ-117 rot 101.2521667 27.96751667 12.6999998092651 11.6999998092651 47.2999992370605 495.399993896484 23.2000007629395 -1.5 24.7000007629395 18.2999992370605 5.59999990463257 18.2999992370605 6.19999980926514 758 163 5 88.9000015258789 421 21 421 21
LZQ-81 rot 104.1082 26.73855 12.5 10.3999996185303 43 529.299987792969 23 -1.20000004768372 24.2000007629395 18.7999992370605 4.5 18.3999996185303 5.40000009536743 863 171 9 85.3000030517578 471 32 471 32
LZQ-98 rot 102.8304167 27.15027778 12.6000003814697 10.3999996185303 44.5 493.200012207031 22.5 -0.899999976158142 23.3999996185303 18.2999992370605 5.40000009536743 18.1000003814697 6 834 173 9 89.1999969482422 471 28 471 28
MaoKS-CX-2014-120 rot 101.75279 27.56695 11.6000003814697 11.1000003814697 46.7999992370605 484.799987792969 21.7000007629395 -2.09999990463257 23.7999992370605 17.1000003814697 4.69999980926514 17.1000003814697 5.30000019073486 790 169 5 89.4000015258789 442 21 442 21
MaoKS-CX-2014-188 rot 96.6905 29.83564 3.40000009536743 12.1000003814697 42.7000007629395 610.5 16.7999992370605 -11.6000003814697 28.3999996185303 11 -4.30000019073486 10.6999998092651 -4.09999990463257 644 140 4 88.4000015258789 358 17 358 18
MaoKS-CX-2014-198 mixed 98.31017 29.56415 7.30000019073486 11.8000001907349 43 593.099975585938 19.7000007629395 -7.69999980926514 27.3999996185303 14.5 -0.300000011920929 14.1999998092651 -0.100000001490116 665 138 4 84.5 365 20 365 20
MaoKS-CX-2014-204 mixed 98.74905 29.71997 4.90000009536743 12.1000003814697 42.7999992370605 607.900024414062 17.6000003814697 -10.8000001907349 28.3999996185303 12.3000001907349 -3.5 12.1000003814697 -2.59999990463257 615 132 3 87.8000030517578 345 15 345 15
MaoKS-CX-2014-222 mixed 100.2448611 28.64525 5.5 12.5 44.7999992370605 567.299987792969 17.2000007629395 -10.6999998092651 27.8999996185303 12.1999998092651 -1.70000004768372 12.1000003814697 -1.70000004768372 640 137 3 87.4000015258789 354 17 354 17
MaoKS-CX-2014-234 mixed 99.75702 28.98162 7.40000009536743 12.3000001907349 44 588.700012207031 19.5 -8.39999961853027 27.8999996185303 14.3999996185303 -0.200000002980232 14.1999998092651 0 601 131 3 86.8000030517578 334 16 334 17
MaoKS-CX-2014-253 rot 99.0575 27.65932 12.1000003814697 10.6000003814697 43 534.200012207031 23 -1.60000002384186 24.6000003814697 18.5 5.69999980926514 18.2999992370605 5.40000009536743 847 154 10 65.5999984741211 394 43 394 69
MaoKS-CX-2014-32 mixed 102.0293 31.99135 10.1999998092651 14 44.9000015258789 592 25 -6.19999980926514 31.2000007629395 16.1000003814697 1.79999995231628 17.2999992370605 2.79999995231628 637 128 3 86.4000015258789 317 12 296 12
MaoKS-CX-2014-44 mixed 102.1624694 31.21655556 10.5 12.5 42 610.099975585938 24.3999996185303 -5.5 29.8999996185303 16.2999992370605 1.60000002384186 17.5 2.59999990463257 596 127 2 87.5999984741211 305 10 285 10
MaoKS-CX-2014-67 mixed 102.7278889 30.7982 9.30000019073486 11.8000001907349 40.2000007629395 597.299987792969 23 -6.30000019073486 29.2999992370605 15 0.5 16.3999996185303 1.60000002384186 664 134 5 82.0999984741211 333 19 307 19
MaoKS-CX-2014-99 mixed 101.5003806 29.71361944 7.5 13.3999996185303 45.4000015258789 584.299987792969 20.2999992370605 -9.30000019073486 29.6000003814697 14.8000001907349 -0.899999976158142 14.3000001907349 0.100000001490116 695 149 1 97.6999969482422 393 7 393 7
pda2 mixed 102.91 34.176 4.09999990463257 11.8999996185303 35.7000007629395 705.299987792969 19.6000003814697 -13.6000003814697 33.2000007629395 13.8000001907349 -6.19999980926514 12.6999998092651 -4.90000009536743 646 124 2 85.0999984741211 326 12 300 12
pda4 mixed 107.324 34.276 13.3000001907349 8.69999980926514 26.5 906.5 30 -3 33 25.3999996185303 0.899999976158142 24.6000003814697 2 662 120 5 71 321 22 262 22
pro13 rot 103.293 25.368 16.2999992370605 11 46.4000015258789 467.799987792969 26.6000003814697 2.90000009536743 23.7000007629395 20.8999996185303 9.39999961853027 21.1000003814697 9.89999961853027 843 165 13 83.0999984741211 476 44 409 44
pro14 mixed 99.578 29.138 8 12 43.2999992370605 599.299987792969 20.3999996185303 -7.40000009536743 27.7999992370605 15.1000003814697 0.100000001490116 14.8999996185303 0.400000005960464 594 130 3 87.0999984741211 331 16 331 16
pro9 mixed 98.557 31.767 7.19999980926514 14.1999998092651 45.0999984741211 622.200012207031 21.8999996185303 -9.60000038146973 31.5 15.1999998092651 -1.39999997615814 14.6999998092651 -0.5 550 113 4 92.9000015258789 303 14 303 14
SS Ne 124.4666667 44.13333333 7.69999980926514 11.1999998092651 23.2999992370605 1365.40002441406 29.1000003814697 -18.7000007629395 47.7999992370605 24.8999996185303 -13.1000003814697 23.6000003814697 -10.3999996185303 554 188 2 122.300003051758 394 9 394 9
SYS Ne 131.25 47.06666667 5.80000019073486 10.8999996185303 21.7999992370605 1469.80004882812 29.2000007629395 -20.8999996185303 50.0999984741211 24.2000007629395 -16.2999992370605 22.7000007629395 -13.6999998092651 579 133 4 97.0999984741211 360 17 360 17
xls mixed 103.8333333 35.63333333 8.80000019073486 11.8000001907349 30.7999992370605 957.400024414062 27.1000003814697 -11.3000001907349 38.4000015258789 21.2000007629395 -5.09999990463257 20.3999996185303 -3.5 420 79 1 83.4000015258789 217 5 201 5
ZLP20-02 rot 102.2791472 28.80625556 12.8000001907349 10.8999996185303 42.2000007629395 534.5 24.6000003814697 -1.29999995231628 25.8999996185303 19.6000003814697 4.90000009536743 19.1000003814697 5.80000019073486 856 177 4 93.1999969482422 486 17 486 17
ZLP20-03 rot 101.2531028 25.84286111 17.2999992370605 11.1999998092651 47.2000007629395 460 27.3999996185303 3.59999990463257 23.7999992370605 22.1000003814697 10.6999998092651 22.1000003814697 11.1999998092651 709 136 10 77.5999984741211 379 39 379 39
ZLP20-04 rot 100.2423333 25.55144722 16.6000003814697 11.1000003814697 47.7000007629395 450.600006103516 26.3999996185303 3.20000004768372 23.2000007629395 21.2999992370605 9.89999961853027 21.3999996185303 10.6000003814697 775 137 13 65.8000030517578 376 57 376 57
ZLP20-07 rot 99.34420833 27.13961111 13.5 11.1999998092651 45.0999984741211 525.400024414062 24.1000003814697 -0.800000011920929 24.8999996185303 19.7999992370605 6.90000009536743 19.6000003814697 6.80000019073486 835 142 11 62 362 49 362 79
ZLP20-08 rot 95.96082778 29.76238889 5.30000019073486 10.3999996185303 40.2999992370605 571.5 18.1000003814697 -7.80000019073486 25.8999996185303 12.6999998092651 -1.70000004768372 12.1999998092651 -1.70000004768372 712 151 5 87.9000015258789 391 20 391 21
ZLP20-09 mixed 98.88611111 28.466775 6.59999990463257 10.8000001907349 43.5999984741211 547.700012207031 18.1000003814697 -6.59999990463257 24.7000007629395 13.3000001907349 0 13.1000003814697 -0.100000001490116 604 118 7 68.6999969482422 291 31 291 34
ZLP20-10 mixed 97.17984167 29.31905278 4.09999990463257 11.1000003814697 42.0999984741211 580.200012207031 16.6000003814697 -9.80000019073486 26.3999996185303 11.5 -2.90000009536743 11.1000003814697 -3 714 149 6 82.8000030517578 388 25 388 28
ZLP20-15 rot 93.93111111 29.17615 10.3999996185303 11.8999996185303 45 537.900024414062 22.7000007629395 -3.70000004768372 26.3999996185303 17.2999992370605 3.29999995231628 16.7999992370605 3.59999990463257 608 127 2 92.9000015258789 337 9 337 9
ZLP20-16 rot 93.01297222 30.00454722 3.5 12.1999998092651 40.2000007629395 647.700012207031 17.2999992370605 -13.1000003814697 30.3999996185303 11.8000001907349 -4.80000019073486 11.1999998092651 -4.59999990463257 517 115 4 95.4000015258789 297 13 297 14
ZLP20-17 rot 94.89555556 29.507925 9.19999980926514 10.3999996185303 40.7000007629395 547.799987792969 21.5 -4 25.5 16.2000007629395 2.09999990463257 15.6999998092651 2.29999995231628 681 139 2 89.5 364 11 364 11
ZLP20-21 mixed 97.22922222 31.205525 6.09999990463257 14 44 653.400024414062 20.7000007629395 -11 31.7000007629395 14.5 -2.59999990463257 14 -2 531 117 3 94.0999984741211 303 13 303 13
ZLP20-23 mixed 101.2234167 30.89185556 7.30000019073486 14.1999998092651 45.5 605 21.2000007629395 -10 31.2000007629395 14.6999998092651 -1.39999997615814 14.3000001907349 -0.400000005960464 611 134 2 96.8000030517578 335 8 335 8
ZLP20-24 mixed 101.9578889 30.01171389 8.10000038146973 12.1999998092651 41.7999992370605 600.700012207031 21.2999992370605 -8 29.2999992370605 15.8000001907349 -0.600000023841858 15.1000003814697 0.400000005960464 703 151 3 92.6999969482422 377 12 377 12
ZXX2020-HZ-SY mixed 107.088221 32.755226 13 7.5 25.3999996185303 813.299987792969 28.5 -1.20000004768372 29.7000007629395 24.1000003814697 1.89999997615814 23 2.90000009536743 895 156 9 70.5999984741211 417 33 383 33
