pop species lon lat bio1 bio2 bio3 bio4 bio5 bio6 bio7 bio8 bio9 bio10 bio11 bio12 bio13 bio14 bio15 bio16 bio17 bio18 bio19
LiuJQ-MZL-2013-197 mixed 119.9179167 41.17952778 11.3000001907349 12.6000003814697 29.5 1172 30.5 -12.3000001907349 42.7999992370605 25.8999996185303 -5.5 25 -3.79999995231628 524 164 2 118.5 361 7 361 7
LiuJQ-MZL-2013-203 mixed 121.5665 41.53786111 10.6000003814697 10.3999996185303 25.6000003814697 1165.69995117188 29.1000003814697 -11.3999996185303 40.5 25.2000007629395 -6.09999990463257 24.2999992370605 -4.5 582 178 2 115.699996948242 396 7 396 7
LiuJQ-MZL-2013-221 Ne 123.15125 40.99263889 10.3999996185303 9.69999980926514 24 1159.19995117188 28.7000007629395 -11.8999996185303 40.5999984741211 25 -6.69999980926514 24 -4.69999980926514 779 211 5 108.599998474121 513 22 513 22
LiuJQ-MZL-2013-238 Ne 124.38425 40.62366667 10 10.6999998092651 26 1138.09997558594 28.7999992370605 -12.5 41.2999992370605 24.5 -6.59999990463257 23.3999996185303 -4.69999980926514 1029 270 9 106.199996948242 669 40 669 40
LiuJQ-MZL-2013-247 Ne 126.5994722 41.94136111 6.90000009536743 12.3999996185303 25.8999996185303 1316 28.7000007629395 -19.2999992370605 48 23.7999992370605 -12.6999998092651 22.2000007629395 -10.5 892 229 10 100.800003051758 567 40 567 40
LiuJQ-MZL-2013-257 Ne 127.5297778 41.47919444 6.40000009536743 12.1999998092651 26.2999992370605 1265.5 27.6000003814697 -18.6000003814697 46.2000007629395 22.6000003814697 -12.3999996185303 21.1000003814697 -10.3000001907349 816 193 10 95.5999984741211 505 40 505 40
LiuJQ-MZL-2013-264 Ne 128.1434167 41.57469444 3.79999995231628 12.1999998092651 27 1239 24.6000003814697 -20.6000003814697 45.2000007629395 19.7000007629395 -14.1000003814697 18.2999992370605 -12.3999996185303 771 182 9 95.8000030517578 479 33 479 33
LiuJQ-MZL-2013-270 Ne 126.8848333 42.62916667 6.69999980926514 12.3999996185303 25.3999996185303 1327.19995117188 28.5 -20.2000007629395 48.7000007629395 23.6000003814697 -13.3999996185303 22 -11 801 206 11 99.5999984741211 509 37 509 37
LiuJQ-MZL-2013-282 Ne 128.9276111 42.48758333 6.40000009536743 11.8000001907349 27.7999992370605 1181.30004882812 26 -16.6000003814697 42.5999984741211 21.3999996185303 -10.6000003814697 20.2000007629395 -9 663 165 5 100.699996948242 421 22 421 22
LiuJQ-MZL-2013-298 Ne 129.0338889 43.90666667 5.5 11.5 25 1311.40002441406 27 -19 46 22.2000007629395 -13.3000001907349 20.7999992370605 -11.6999998092651 599 145 3 103.199996948242 388 15 388 15
LiuJQ-MZL-2013-313 Ne 129.7575 46.71594444 5.40000009536743 11.3999996185303 23 1449.40002441406 28.7000007629395 -21.1000003814697 49.7999992370605 23.7999992370605 -16.1000003814697 22.2999992370605 -13.6999998092651 609 142 4 98.5 381 19 381 19
LiuJQ-MZL-2013-327 Ne 127.1319444 45.38769444 6.59999990463257 11.5 23.2000007629395 1410.30004882812 29 -20.3999996185303 49.4000015258789 24.2999992370605 -14.5 23 -12.1000003814697 596 173 3 110 399 15 399 15
LiuJQ-MZL-2013-338 Ne 126.7770833 48.75094444 3 12.1999998092651 22.7000007629395 1558.30004882812 27.5 -26.1000003814697 53.5999984741211 22.6000003814697 -20.2000007629395 21 -17.7000007629395 562 153 4 105.800003051758 365 15 365 15
LiuJQ-MZL-2013-342 Ne 127.6398333 49.46366667 3.09999990463257 12.6000003814697 23.2999992370605 1568.09997558594 28.5 -25.8999996185303 54.4000015258789 22.7999992370605 -19.8999996185303 21.1000003814697 -17.6000003814697 561 132 4 95.5 342 21 342 21
LiuJQ-MZL-2013-349A Ne 127.4135 50.16175 3.5 11.6000003814697 22.3999996185303 1523.59997558594 28.2999992370605 -23.7999992370605 52.0999984741211 23 -18.5 21.2000007629395 -16.3999996185303 569 130 5 94 343 24 343 24
LiuJQ-MZL-2013-357 Ne 126.5409722 49.518 1.60000002384186 12.6999998092651 24.2000007629395 1483.80004882812 26.2999992370605 -26 52.2999992370605 20.7999992370605 -19.7000007629395 19 -17.6000003814697 589 154 5 102.099998474121 374 18 374 18
LiuJQ-MZL-2013-361 Ne 124.1177778 50.43052778 1.89999997615814 14.6000003814697 26.6000003814697 1519.09997558594 28 -27 55 21.7000007629395 -19.6000003814697 19.7999992370605 -17.7000007629395 524 152 3 111.300003051758 351 11 351 11
LiuJQ-MZL-2013-398 Ne 118.1725556 42.10461111 7.90000009536743 12.3000001907349 28.3999996185303 1199.59997558594 28.3999996185303 -14.8000001907349 43.2000007629395 23.1000003814697 -6.69999980926514 22 -7.40000009536743 443 127 1 112.5 300 6 300 7
LiuJQ-MZL-2013-422 mixed 111.7 40.93136111 7 12.6999998092651 28.5 1217.30004882812 28 -16.3999996185303 44.4000015258789 21.2999992370605 -10 21.5 -8.39999961853027 286 79 2 113.099998474121 192 6 191 6
LiuJQ-MZL-2013-425 mixed 105.9248056 38.74583333 7.09999990463257 10.6999998092651 27.2999992370605 1072.80004882812 26.3999996185303 -12.6999998092651 39.0999984741211 20.1000003814697 -7.30000019073486 20.1000003814697 -6.19999980926514 256 64 1 96.5999984741211 157 4 151 4
LiuJQ-QTP-2013-102 rot 92.93527778 29.03555556 6.5 12.3999996185303 43.4000015258789 592.700012207031 18.7999992370605 -9.80000019073486 28.6000003814697 13.3999996185303 -2 13.5 -1 363 105 1 113.099998474121 241 5 239 5
LiuJQ-QTP-2013-196 rot 92.58152778 28.59327778 5.69999980926514 14.8000001907349 47.7000007629395 593.799987792969 18.7999992370605 -12.3000001907349 31.1000003814697 13.1000003814697 -2.70000004768372 12.6999998092651 -1.79999995231628 298 87 1 112 199 5 199 5
LiuJQ-QTP-2013-210 rot 97.47755556 28.78761111 9.19999980926514 10.1000003814697 41.2999992370605 528.099975585938 20.7000007629395 -3.79999995231628 24.5 15.6000003814697 3 15.3000001907349 2.5 968 210 8 82.8000030517578 526 33 526 40
LJ rot 100.3666667 27.41666667 9.39999961853027 11.1000003814697 44.2999992370605 519.799987792969 19.8999996185303 -5.19999980926514 25.1000003814697 15.6000003814697 2.59999990463257 15.3000001907349 2.70000004768372 739 141 8 71.6999969482422 358 35 358 35
LZQ-106 rot 102.3541667 27.69965 13.3999996185303 11.1000003814697 45.2999992370605 488.700012207031 23.7999992370605 -0.800000011920929 24.6000003814697 19.2000007629395 5.90000009536743 18.8999996185303 7 882 183 6 93.3000030517578 490 20 490 20
LZQ-117 rot 101.2521667 27.96751667 13 11.6000003814697 46.4000015258789 494.799987792969 23.3999996185303 -1.5 24.8999996185303 18.7000007629395 5.59999990463257 18.5 6.5 814 173 5 89.8000030517578 447 19 447 19
LZQ-81 rot 104.1082 26.73855 12.8000001907349 10.1999998092651 42.2000007629395 520 23.2999992370605 -0.899999976158142 24.2000007629395 19.1000003814697 4.59999990463257 18.7000007629395 5.90000009536743 917 178 9 85.1999969482422 478 30 478 30
LZQ-98 rot 102.8304167 27.15027778 12.8999996185303 10.1999998092651 43.2999992370605 490.5 22.7999992370605 -0.800000011920929 23.6000003814697 18.7999992370605 5.30000019073486 18.3999996185303 6.40000009536743 895 177 7 89.0999984741211 484 25 484 25
MaoKS-CX-2014-120 rot 101.75279 27.56695 11.8999996185303 11 46 479.200012207031 21.8999996185303 -2 23.8999996185303 17.6000003814697 4.69999980926514 17.2999992370605 5.69999980926514 857 177 5 90.0999984741211 467 19 467 19
MaoKS-CX-2014-188 rot 96.6905 29.83564 3.70000004768372 12.1000003814697 42.5 613.5 17.1000003814697 -11.3000001907349 28.3999996185303 11.1999998092651 -4 10.8999996185303 -3.90000009536743 650 150 4 88.9000015258789 364 19 364 19
MaoKS-CX-2014-198 mixed 98.31017 29.56415 7.59999990463257 11.8000001907349 42.7999992370605 594.099975585938 20 -7.59999990463257 27.6000003814697 14.8000001907349 -0.100000001490116 14.5 0.100000001490116 669 150 4 85.8000030517578 369 20 369 20
MaoKS-CX-2014-204 mixed 98.74905 29.71997 5.30000019073486 12.1000003814697 42.2999992370605 609.799987792969 17.8999996185303 -10.6999998092651 28.6000003814697 12.6000003814697 -3.29999995231628 12.3999996185303 -2.40000009536743 616 144 3 89.5 348 15 348 15
MaoKS-CX-2014-222 mixed 100.2448611 28.64525 5.80000019073486 12.3999996185303 44.0999984741211 568.099975585938 17.3999996185303 -10.6999998092651 28.1000003814697 12.6000003814697 -2.59999990463257 12.3000001907349 -1.5 660 146 3 88.0999984741211 364 16 364 16
MaoKS-CX-2014-234 mixed 99.75702 28.98162 7.69999980926514 12.1999998092651 43.2999992370605 590 19.7000007629395 -8.5 28.2000007629395 14.6999998092651 -1 14.5 0.200000002980232 614 141 3 87.9000015258789 341 16 341 16
MaoKS-CX-2014-253 rot 99.0575 27.65932 12.3000001907349 10.5 42.2000007629395 533.900024414062 23.2000007629395 -1.60000002384186 24.7999992370605 18.7999992370605 5.90000009536743 18.5 5.59999990463257 864 158 10 66.3000030517578 395 44 395 62
MaoKS-CX-2014-32 mixed 102.0293 31.99135 10.5 14 44.5 594.400024414062 25.2000007629395 -6.19999980926514 31.3999996185303 16.2999992370605 1.79999995231628 17.5 2.90000009536743 662 137 3 85.9000015258789 333 13 320 13
MaoKS-CX-2014-44 mixed 102.1624694 31.21655556 10.6999998092651 12.5 41.7999992370605 609.5 24.5 -5.40000009536743 29.8999996185303 16.6000003814697 1.70000004768372 17.7999992370605 2.79999995231628 616 133 2 87.3000030517578 315 10 303 10
MaoKS-CX-2014-67 mixed 102.7278889 30.7982 9.60000038146973 11.6999998092651 40.5 590.5 23 -5.80000019073486 28.7999992370605 15.1999998092651 0.899999976158142 16.6000003814697 2 693 142 5 82.1999969482422 343 19 330 19
MaoKS-CX-2014-99 mixed 101.5003806 29.71361944 7.80000019073486 13.3999996185303 44.7999992370605 583.799987792969 20.6000003814697 -9.30000019073486 29.8999996185303 14.8999996185303 -0.899999976158142 14.5 0.300000011920929 724 154 1 98.3000030517578 413 7 413 7
pda2 mixed 102.91 34.176 4.30000019073486 11.6999998092651 36 689.200012207031 19.3999996185303 -13.1999998092651 32.5999984741211 13.6000003814697 -5.80000019073486 12.6000003814697 -4.40000009536743 655 116 2 83.5999984741211 329 12 318 12
pda4 mixed 107.324 34.276 13.3000001907349 8.39999961853027 26.1000003814697 884.400024414062 29.8999996185303 -2.40000009536743 32.2999992370605 24.6000003814697 1.5 24.2999992370605 2.59999990463257 718 141 5 72.8000030517578 354 24 283 24
pro13 rot 103.293 25.368 16.6000003814697 10.8000001907349 45.5 463.399993896484 26.7999992370605 3 23.7999992370605 21.2999992370605 9.30000019073486 21.2999992370605 10.3000001907349 870 161 13 81.0999984741211 469 40 406 40
pro14 mixed 99.578 29.138 8.30000019073486 12 42.2999992370605 602.400024414062 20.7000007629395 -7.59999990463257 28.2999992370605 15.3000001907349 -0.5 15.1999998092651 0.600000023841858 607 140 3 88.0999984741211 338 15 338 15
pro9 mixed 98.557 31.767 7.5 14.1999998092651 44.4000015258789 628.799987792969 22.2000007629395 -9.80000019073486 32 15.3000001907349 -1.39999997615814 14.8999996185303 -0.600000023841858 558 121 4 94.3000030517578 315 14 315 14
SS Ne 124.4666667 44.13333333 8.30000019073486 11.1000003814697 23.7999992370605 1339.19995117188 29.5 -17.2000007629395 46.7000007629395 25.3999996185303 -11.6999998092651 23.8999996185303 -9.39999961853027 546 179 2 119.699996948242 386 10 386 10
SYS Ne 131.25 47.06666667 6.30000019073486 10.8999996185303 21.8999996185303 1456.40002441406 29.7999992370605 -19.7999992370605 49.5999984741211 24.7999992370605 -15.1999998092651 23.1000003814697 -13.1000003814697 567 130 4 94 343 18 343 18
xls mixed 103.8333333 35.63333333 9 11.6999998092651 30.7999992370605 938.700012207031 27.2000007629395 -10.6999998092651 37.9000015258789 20.7999992370605 -4.5 20.2999992370605 -2.90000009536743 430 78 1 82.5999984741211 223 5 207 5
ZLP20-02 rot 102.2791472 28.80625556 13.1000003814697 10.8000001907349 41.7999992370605 529.200012207031 24.7999992370605 -1.10000002384186 25.8999996185303 19.7999992370605 5 19.2999992370605 6.19999980926514 906 187 4 94.5999984741211 512 15 512 15
ZLP20-03 rot 101.2531028 25.84286111 17.7000007629395 11 45.7000007629395 458.399993896484 27.8999996185303 3.79999995231628 24.1000003814697 22.6000003814697 10.6999998092651 22.3999996185303 11.6000003814697 736 137 11 78.0999984741211 384 36 310 36
ZLP20-04 rot 100.2423333 25.55144722 17 11 46.4000015258789 450.5 27 3.40000009536743 23.6000003814697 21.7999992370605 10 21.7000007629395 10.8999996185303 788 134 14 67.3000030517578 376 51 376 51
ZLP20-07 rot 99.34420833 27.13961111 13.8000001907349 11.1000003814697 44.2000007629395 525 24.5 -0.699999988079071 25.2000007629395 19.7000007629395 7.19999980926514 19.8999996185303 7.09999990463257 852 143 13 61.7000007629395 363 52 360 74
ZLP20-08 rot 95.96082778 29.76238889 5.59999990463257 10.3999996185303 39.7000007629395 576.299987792969 18.3999996185303 -7.69999980926514 26.1000003814697 12.8999996185303 -1.5 12.3999996185303 -1.60000002384186 720 160 5 87.5 397 22 397 23
ZLP20-09 mixed 98.88611111 28.466775 6.80000019073486 10.6999998092651 42.5 551.299987792969 18.2999992370605 -6.80000019073486 25.1000003814697 13.6000003814697 0.400000005960464 13.3000001907349 0.100000001490116 615 126 7 70.3000030517578 294 31 294 33
ZLP20-10 mixed 97.17984167 29.31905278 4.40000009536743 11.1000003814697 41.7000007629395 582.099975585938 16.8999996185303 -9.60000038146973 26.5 11.6999998092651 -2.59999990463257 11.3000001907349 -2.79999995231628 721 157 6 82.4000015258789 389 27 389 28
ZLP20-15 rot 93.93111111 29.17615 10.6999998092651 11.8000001907349 44.9000015258789 541.5 22.8999996185303 -3.5 26.3999996185303 17.5 3 17 3.70000004768372 624 139 2 94.4000015258789 350 9 350 9
ZLP20-16 rot 93.01297222 30.00454722 3.90000009536743 12.3000001907349 40.7000007629395 653.5 17.2999992370605 -12.8999996185303 30.2000007629395 12.1000003814697 -4.59999990463257 11.6000003814697 -4.40000009536743 519 126 4 99.3000030517578 308 13 308 14
ZLP20-17 rot 94.89555556 29.507925 9.39999961853027 10.3000001907349 40.4000015258789 555.400024414062 21.7999992370605 -3.59999990463257 25.3999996185303 16.2999992370605 1.70000004768372 15.8999996185303 2.29999995231628 694 150 2 89.5999984741211 374 11 374 11
ZLP20-21 mixed 97.22922222 31.205525 6.5 13.8999996185303 43.7000007629395 655 21 -10.8999996185303 31.8999996185303 14.6999998092651 -2.40000009536743 14.1999998092651 -1.79999995231628 536 129 3 96.5999984741211 315 13 315 13
ZLP20-23 mixed 101.2234167 30.89185556 7.59999990463257 14.1000003814697 44.7000007629395 610 21.5 -10.1000003814697 31.6000003814697 15 -1.5 14.6000003814697 -0.300000011920929 628 137 2 96.8000030517578 352 8 352 8
ZLP20-24 mixed 101.9578889 30.01171389 8.39999961853027 12.1999998092651 41.5 598.400024414062 21.6000003814697 -7.80000019073486 29.3999996185303 15.8999996185303 -0.5 15.3999996185303 0.699999988079071 734 159 3 93.4000015258789 399 12 399 12
ZXX2020-HZ-SY mixed 107.088221 32.755226 13.1000003814697 7.30000019073486 25.3999996185303 798.900024414062 28 -0.699999988079071 28.7000007629395 23.7999992370605 2.5 23 3.40000009536743 960 163 9 70.4000015258789 453 34 403 34
