pop species lon lat bio1 bio2 bio3 bio4 bio5 bio6 bio7 bio8 bio9 bio10 bio11 bio12 bio13 bio14 bio15 bio16 bio17 bio18 bio19
LiuJQ-MZL-2013-264 Ne 128.1434167 41.57469444 7.09999990463257 12.5 26.7000007629395 1228.90002441406 29.3999996185303 -17.2000007629395 46.5999984741211 23.6000003814697 -11.3999996185303 22.2000007629395 -8.30000019073486 1262 360 9 113.300003051758 854 33 854 33
LiuJQ-MZL-2013-270 Ne 126.8848333 42.62916667 10.1999998092651 12.3999996185303 25 1304.5 33.2000007629395 -16.5 49.7000007629395 27.5 -10.5 26 -6.5 1307 381 11 116.199996948242 892 35 892 35
LiuJQ-MZL-2013-282 Ne 128.9276111 42.48758333 9.69999980926514 12 27.2000007629395 1168.40002441406 30.8999996185303 -13.1999998092651 44.0999984741211 25.2999992370605 -7.90000009536743 24.1000003814697 -4.80000019073486 1056 307 6 110.800003051758 690 24 690 24
LiuJQ-MZL-2013-298 Ne 129.0338889 43.90666667 9.10000038146973 11.5 24.3999996185303 1280.80004882812 31.5 -15.6000003814697 47.0999984741211 25.8999996185303 -10.5 24.6000003814697 -7.09999990463257 949 259 3 112.599998474121 634 14 634 14
LiuJQ-MZL-2013-313 Ne 129.7575 46.71594444 9.19999980926514 11.3000001907349 22.6000003814697 1410.40002441406 32.2999992370605 -17.6000003814697 49.9000015258789 27 -13 26.1000003814697 -8.89999961853027 923 247 5 112.199996948242 628 20 628 20
LiuJQ-MZL-2013-327 Ne 127.1319444 45.38769444 10.3000001907349 11.1000003814697 22.1000003814697 1401.80004882812 33.5 -17 50.5 28 -11.8000001907349 27.1000003814697 -7.59999990463257 924 278 4 121.300003051758 655 16 655 16
LiuJQ-MZL-2013-338 Ne 126.7770833 48.75094444 7 11.8000001907349 21.8999996185303 1519.69995117188 31.2000007629395 -22.3999996185303 53.5999984741211 26 -16.7999992370605 25.1000003814697 -12.8000001907349 766 224 5 116.599998474121 529 17 529 17
LiuJQ-MZL-2013-342 Ne 127.6398333 49.46366667 7.09999990463257 12.3999996185303 22.7000007629395 1524.30004882812 32.2999992370605 -22.2999992370605 54.5999984741211 26.2000007629395 -11.3999996185303 25.2000007629395 -12.6000003814697 773 202 5 106.800003051758 506 23 506 23
LiuJQ-MZL-2013-349A Ne 127.4135 50.16175 7.5 11.5 22 1486.40002441406 32.4000015258789 -20.1000003814697 52.5 26.6000003814697 -10.1999998092651 25.3999996185303 -11.6000003814697 799 206 6 106.400001525879 522 26 522 26
LiuJQ-MZL-2013-357 Ne 126.5409722 49.518 5.59999990463257 12.3999996185303 23.6000003814697 1450.69995117188 30.1000003814697 -22.2000007629395 52.2999992370605 24.2999992370605 -16.2000007629395 23.1000003814697 -12.8000001907349 833 238 6 114.5 569 20 569 20
