pl,mig,script,rep,lineage,n_founding,n_final,persistence,fitness_end,fitness_lag
2,1e-06,without,02,pdav-N,50000,11635,0.2327,0.151365,6.26873
2,1e-06,without,03,pdav-N,50000,11628,0.23256,0.151408,6.26827
2,1e-06,without,04,pdav-N,50000,11634,0.23268,0.151415,6.2682
2,1e-06,without,05,pdav-N,50000,11634,0.23268,0.151397,6.26836
2,1e-06,without,06,pdav-N,50000,11636,0.23272,0.151422,6.26814
2,1e-06,without,07,pdav-N,50000,11634,0.23268,0.151386,6.26851
2,1e-06,without,08,pdav-N,50000,11638,0.23276,0.151432,6.26799
2,1e-06,without,09,pdav-N,50000,11640,0.2328,0.151446,6.26781
2,1e-06,without,10,pdav-N,50000,11638,0.23276,0.151449,6.26779
2,1e-06,without,01,mixed,30000,25903,0.8634333333333334,0.818751,4.77043
2,1e-06,without,02,mixed,30000,25903,0.8634333333333334,0.818753,4.7704
2,1e-06,without,03,mixed,30000,25902,0.8634,0.81879,4.76986
2,1e-06,without,04,mixed,30000,25904,0.8634666666666667,0.818779,4.77003
2,1e-06,without,05,mixed,30000,25904,0.8634666666666667,0.818785,4.76995
2,1e-06,without,06,mixed,30000,25902,0.8634,0.818747,4.77049
2,1e-06,without,07,mixed,30000,25902,0.8634,0.81871,4.77103
2,1e-06,without,08,mixed,30000,25903,0.8634333333333334,0.818798,4.76975
2,1e-06,without,09,mixed,30000,25903,0.8634333333333334,0.818754,4.77038
2,1e-06,without,10,mixed,30000,25902,0.8634,0.818777,4.77005
2,1e-06,without,01,rot,20000,17687,0.88435,0.840721,3.62968
2,1e-06,without,02,rot,20000,17688,0.8844,0.840713,3.62978
2,1e-06,without,03,rot,20000,17686,0.8843,0.840681,3.63017
2,1e-06,without,04,rot,20000,17686,0.8843,0.840609,3.63109
2,1e-06,without,05,rot,20000,17687,0.88435,0.840707,3.62987
2,1e-06,without,06,rot,20000,17685,0.88425,0.840738,3.62949
2,1e-06,without,07,rot,20000,17687,0.88435,0.840695,3.63
2,1e-06,without,08,rot,20000,17688,0.8844,0.840688,3.63008
2,1e-06,without,09,rot,20000,17686,0.8843,0.84066,3.63044
2,1e-06,without,10,rot,20000,17689,0.88445,0.840591,3.63131
2,1e-05,with,01,pdav-N,50000,11637,0.23274,0.151381,6.26855
2,1e-05,with,02,pdav-N,50000,11629,0.23258,0.151343,6.26903
2,1e-05,with,03,pdav-N,50000,11639,0.23278,0.151442,6.26785
2,1e-05,with,04,pdav-N,50000,11640,0.2328,0.15154,6.26683
2,1e-05,with,05,pdav-N,50000,11633,0.23266,0.151321,6.26918
2,1e-05,with,06,pdav-N,50000,11632,0.23264,0.15139,6.26842
2,1e-05,with,07,pdav-N,50000,11637,0.23274,0.151323,6.26922
2,1e-05,with,08,pdav-N,50000,11635,0.2327,0.151395,6.26841
2,1e-05,with,09,pdav-N,50000,11635,0.2327,0.151425,6.26805
2,1e-05,with,10,pdav-N,50000,11637,0.23274,0.151368,6.26868
2,1e-05,with,01,mixed,30000,25902,0.8634,0.818718,4.77092
2,1e-05,with,02,mixed,30000,25903,0.8634333333333334,0.818813,4.76952
2,1e-05,with,03,mixed,30000,25904,0.8634666666666667,0.818813,4.76954
2,1e-05,with,04,mixed,30000,25901,0.8633666666666666,0.818806,4.76963
2,1e-05,with,05,mixed,30000,25901,0.8633666666666666,0.8187,4.77118
2,1e-05,with,06,mixed,30000,25901,0.8633666666666666,0.818743,4.77054
2,1e-05,with,07,mixed,30000,25903,0.8634333333333334,0.818775,4.7701
2,1e-05,with,08,mixed,30000,25903,0.8634333333333334,0.818679,4.77148
2,1e-05,with,09,mixed,30000,25902,0.8634,0.818759,4.77032
2,1e-05,with,10,mixed,30000,25902,0.8634,0.818678,4.77149
2,1e-05,with,01,rot,20000,17686,0.8843,0.840601,3.63119
2,1e-05,with,02,rot,20000,17685,0.88425,0.840715,3.62975
2,1e-05,with,03,rot,20000,17688,0.8844,0.84067,3.63031
2,1e-05,with,04,rot,20000,17688,0.8844,0.840727,3.62958
2,1e-05,with,05,rot,20000,17687,0.88435,0.84065,3.63056
2,1e-05,with,06,rot,20000,17687,0.88435,0.84071,3.62982
2,1e-05,with,07,rot,20000,17687,0.88435,0.840562,3.63164
2,1e-05,with,08,rot,20000,17688,0.8844,0.840599,3.63121
2,1e-05,with,09,rot,20000,17688,0.8844,0.840723,3.62968
2,1e-05,with,10,rot,20000,17687,0.88435,0.84079,3.62882
2,1e-05,without,01,pdav-N,50000,11637,0.23274,0.151326,6.26912
2,1e-05,without,02,pdav-N,50000,11631,0.23262,0.151331,6.26915
2,1e-05,without,03,pdav-N,50000,11629,0.23258,0.15141,6.26824
2,1e-05,without,04,pdav-N,50000,11630,0.2326,0.151297,6.26951
2,1e-05,without,05,pdav-N,50000,11629,0.23258,0.151363,6.26877
2,1e-05,without,06,pdav-N,50000,11629,0.23258,0.151407,6.26825
2,1e-05,without,07,pdav-N,50000,11637,0.23274,0.15124,6.27008
2,1e-05,without,08,pdav-N,50000,11634,0.23268,0.151438,6.26793
2,1e-05,without,09,pdav-N,50000,11642,0.23284,0.151296,6.26946
2,1e-05,without,10,pdav-N,50000,11633,0.23266,0.151424,6.26808
2,1e-05,without,01,mixed,30000,25902,0.8634,0.818734,4.77067
2,1e-05,without,02,mixed,30000,25902,0.8634,0.818804,4.76965
2,1e-05,without,03,mixed,30000,25903,0.8634333333333334,0.818726,4.7708
2,1e-05,without,04,mixed,30000,25903,0.8634333333333334,0.818803,4.76968
2,1e-05,without,05,mixed,30000,25902,0.8634,0.818721,4.77088
2,1e-05,without,06,mixed,30000,25902,0.8634,0.818737,4.77064
2,1e-05,without,07,mixed,30000,25903,0.8634333333333334,0.818799,4.76974
2,1e-05,without,08,mixed,30000,25903,0.8634333333333334,0.818707,4.77108
2,1e-05,without,09,mixed,30000,25905,0.8635,0.818839,4.76915
2,1e-05,without,10,mixed,30000,25902,0.8634,0.818758,4.77034
2,1e-05,without,01,rot,20000,17686,0.8843,0.840611,3.63106
2,1e-05,without,02,rot,20000,17686,0.8843,0.840681,3.63019
2,1e-05,without,03,rot,20000,17687,0.88435,0.84071,3.62981
2,1e-05,without,04,rot,20000,17685,0.88425,0.840654,3.63052
2,1e-05,without,05,rot,20000,17686,0.8843,0.840648,3.63058
2,1e-05,without,06,rot,20000,17687,0.88435,0.840709,3.62984
2,1e-05,without,07,rot,20000,17687,0.88435,0.840561,3.63168
2,1e-05,without,08,rot,20000,17688,0.8844,0.84056,3.63171
2,1e-05,without,09,rot,20000,17688,0.8844,0.840692,3.63005
2,1e-05,without,10,rot,20000,17685,0.88425,0.840672,3.63031
2,0.0001,with,01,pdav-N,50000,11634,0.23268,0.151311,6.26931
2,0.0001,with,02,pdav-N,50000,11637,0.23274,0.151406,6.26828
2,0.0001,with,03,pdav-N,50000,11633,0.23266,0.151434,6.26793
2,0.0001,with,04,pdav-N,50000,11642,0.23284,0.151358,6.26879
2,0.0001,with,05,pdav-N,50000,11636,0.23272,0.151385,6.26851
2,0.0001,with,06,pdav-N,50000,11640,0.2328,0.151307,6.26941
2,0.0001,with,07,pdav-N,50000,11631,0.23262,0.151496,6.26729
2,0.0001,with,08,pdav-N,50000,11641,0.23282,0.151356,6.26884
2,0.0001,with,09,pdav-N,50000,11632,0.23264,0.151256,6.26988
2,0.0001,with,10,pdav-N,50000,11635,0.2327,0.151461,6.26766
2,0.0001,with,01,mixed,30000,25902,0.8634,0.8188,4.76972
2,0.0001,with,02,mixed,30000,25903,0.8634333333333334,0.818728,4.77077
2,0.0001,with,03,mixed,30000,25903,0.8634333333333334,0.818709,4.77104
2,0.0001,with,04,mixed,30000,25902,0.8634,0.818776,4.77007
2,0.0001,with,05,mixed,30000,25902,0.8634,0.818768,4.77018
2,0.0001,with,06,mixed,30000,25902,0.8634,0.818803,4.76968
2,0.0001,with,07,mixed,30000,25901,0.8633666666666666,0.818748,4.77047
2,0.0001,with,08,mixed,30000,25902,0.8634,0.818754,4.77038
2,0.0001,with,09,mixed,30000,25901,0.8633666666666666,0.818795,4.7698
2,0.0001,with,10,mixed,30000,25902,0.8634,0.818763,4.77026
2,0.0001,with,01,rot,20000,17687,0.88435,0.840645,3.63063
2,0.0001,with,02,rot,20000,17688,0.8844,0.84061,3.63107
2,0.0001,with,03,rot,20000,17685,0.88425,0.840611,3.63106
2,0.0001,with,04,rot,20000,17687,0.88435,0.840728,3.62959
2,0.0001,with,05,rot,20000,17686,0.8843,0.840743,3.6294
2,0.0001,with,06,rot,20000,17686,0.8843,0.84061,3.63106
2,0.0001,with,07,rot,20000,17687,0.88435,0.840668,3.63035
2,0.0001,with,08,rot,20000,17687,0.88435,0.840631,3.63081
2,0.0001,with,09,rot,20000,17686,0.8843,0.840685,3.63013
2,0.0001,with,10,rot,20000,17686,0.8843,0.840646,3.63062
2,0.0001,without,01,pdav-N,50000,11636,0.23272,0.151397,6.26834
2,0.0001,without,02,pdav-N,50000,11637,0.23274,0.15137,6.26868
2,0.0001,without,03,pdav-N,50000,11634,0.23268,0.151185,6.27072
2,0.0001,without,04,pdav-N,50000,11642,0.23284,0.151534,6.26689
2,0.0001,without,05,pdav-N,50000,11635,0.2327,0.15141,6.26824
2,0.0001,without,06,pdav-N,50000,11637,0.23274,0.151335,6.26907
2,0.0001,without,07,pdav-N,50000,11631,0.23262,0.151522,6.26701
2,0.0001,without,08,pdav-N,50000,11635,0.2327,0.151297,6.26949
2,0.0001,without,09,pdav-N,50000,11631,0.23262,0.151336,6.26904
2,0.0001,without,10,pdav-N,50000,11633,0.23266,0.151474,6.2675
2,0.0001,without,01,mixed,30000,25903,0.8634333333333334,0.818813,4.76952
2,0.0001,without,02,mixed,30000,25904,0.8634666666666667,0.818742,4.77057
2,0.0001,without,03,mixed,30000,25903,0.8634333333333334,0.81866,4.77176
2,0.0001,without,04,mixed,30000,25902,0.8634,0.818778,4.77004
2,0.0001,without,05,mixed,30000,25903,0.8634333333333334,0.818757,4.77034
2,0.0001,without,06,mixed,30000,25902,0.8634,0.81868,4.77147
2,0.0001,without,07,mixed,30000,25901,0.8633666666666666,0.81874,4.77059
2,0.0001,without,08,mixed,30000,25902,0.8634,0.818762,4.77028
2,0.0001,without,09,mixed,30000,25902,0.8634,0.81881,4.76958
2,0.0001,without,10,mixed,30000,25901,0.8633666666666666,0.818813,4.76953
2,0.0001,without,01,rot,20000,17686,0.8843,0.840735,3.6295
2,0.0001,without,02,rot,20000,17687,0.88435,0.840605,3.63114
2,0.0001,without,03,rot,20000,17689,0.88445,0.840582,3.63143
2,0.0001,without,04,rot,20000,17687,0.88435,0.840695,3.63001
2,0.0001,without,05,rot,20000,17686,0.8843,0.840678,3.63021
2,0.0001,without,06,rot,20000,17686,0.8843,0.840704,3.62988
2,0.0001,without,07,rot,20000,17687,0.88435,0.84067,3.63032
2,0.0001,without,08,rot,20000,17687,0.88435,0.840706,3.62987
2,0.0001,without,09,rot,20000,17687,0.88435,0.840632,3.6308
2,0.0001,without,10,rot,20000,17686,0.8843,0.840651,3.63055
