pop species lon lat bio1 bio2 bio3 bio4 bio5 bio6 bio7 bio8 bio9 bio10 bio11 bio12 bio13 bio14 bio15 bio16 bio17 bio18 bio19
BSS Ne 127.9166667 43.96666667 9.80000019073486 11.1999998092651 25.8999996185303 1249.90002441406 30 -13 43 25.8999996185303 -7.90000009536743 25 -5.69999980926514 786 220 4 109.5 516 19 516 19
GDS mixed 111.9166667 38.45 12.5 15.8000001907349 35.5 1106.59997558594 32.7999992370605 -11.6999998092651 44.5 25.2999992370605 -3.29999995231628 25.5 -1.60000002384186 500 130 2 107.300003051758 330 10 310 10
hanguo Ne 128.4 37.1 16.2999992370605 11.1000003814697 29.3999996185303 1001 33.9000015258789 -3.70000004768372 37.5999984741211 29.5 4.30000019073486 28.3999996185303 3.70000004768372 1443 337 29 80.9000015258789 772 108 759 109
HH Ne 127.8666667 50.4 8.89999961853027 11.6999998092651 22.2000007629395 1554.90002441406 33.7999992370605 -19 52.7999992370605 28.7000007629395 -9.30000019073486 27.6000003814697 -10.8999996185303 667 156 6 99.6999969482422 421 23 421 24
HM Ne 127.1 52.2 7.40000009536743 12.8999996185303 24.2000007629395 1531 33.0999984741211 -20 53.0999984741211 27.6000003814697 -14.1000003814697 26.2000007629395 -11.6999998092651 658 158 5 101.699996948242 419 17 419 17
hybrid03 mixed 103.63 32.53 9.80000019073486 12 38.0999984741211 675.200012207031 24.3999996185303 -7 31.3999996185303 16.2000007629395 -0.300000011920929 17.7000007629395 0.899999976158142 888 154 5 75.5999984741211 389 22 365 22
hybrid13-15 mixed 100.26 28.68 8.10000038146973 13.1000003814697 46.9000015258789 575 19.7999992370605 -8.19999980926514 28 14.8000001907349 -0.300000011920929 14.6000003814697 0.800000011920929 892 179 3 87.5 474 21 474 21
JSZ Ne 127.3166667 43.25 11.5 11.1999998092651 25.1000003814697 1295.69995117188 31.7999992370605 -13 44.7999992370605 27.7999992370605 -7.69999980926514 27 -5.09999990463257 805 217 7 105.5 518 27 518 27
KMC rot 103.3833333 25.46666667 19.2999992370605 11.1999998092651 44.5999984741211 494.899993896484 29.8999996185303 4.90000009536743 25 24.5 11.8000001907349 24.2999992370605 12.5 1027 190 13 83.4000015258789 539 45 539 45
LHS Ne 124.8166667 44.78333333 12.1000003814697 11.8000001907349 24.2000007629395 1402.40002441406 34.7000007629395 -13.8999996185303 48.5999984741211 29.2999992370605 -8.30000019073486 28.8999996185303 -5.40000009536743 627 221 2 127.699996948242 454 11 454 11
LiuJQ-MZL-2013-042+43 mixed 110.2974333 31.471 12 8.5 28.7999992370605 762.200012207031 25.6000003814697 -3.90000009536743 29.5 19.6000003814697 1 21.1000003814697 2.29999995231628 1524 244 20 64.1999969482422 670 76 630 76
LiuJQ-MZL-2013-082 mixed 111.8500556 33.94915 19.3999996185303 11.3999996185303 32.2000007629395 904.900024414062 35.0999984741211 -0.200000002980232 35.2999992370605 30.3999996185303 6.19999980926514 30.2000007629395 7.69999980926514 830 191 7 77.9000015258789 400 28 372 28
LiuJQ-MZL-2013-099 mixed 110.9376 35.92536667 14.1000003814697 12.3000001907349 32.7000007629395 978.299987792969 31.2999992370605 -6.19999980926514 37.5 25.7999992370605 0.300000011920929 25.7999992370605 1.70000004768372 624 140 3 92 370 12 331 12
LiuJQ-MZL-2013-115 mixed 112.0744 38.85555 8.69999980926514 14.5 34.5999984741211 1061.90002441406 27.7999992370605 -14.1000003814697 41.9000015258789 21.5 -6.19999980926514 21.2999992370605 -4.80000019073486 550 145 2 108.099998474121 359 12 348 12
LiuJQ-MZL-2013-117 mixed 111.2848333 38.21626667 10.6999998092651 14.6000003814697 34.5 1086.09997558594 29.8999996185303 -12.5 42.4000015258789 23.5 -4.80000019073486 23.5 -3.20000004768372 546 128 3 98.6999969482422 344 13 314 13
LiuJQ-MZL-2013-136 mixed 111.2645667 37.20483333 12.1999998092651 13.8000001907349 34.7000007629395 1015.29998779297 30.2999992370605 -9.30000019073486 39.5999984741211 24.3999996185303 -2.20000004768372 24.2000007629395 -0.699999988079071 580 138 2 99.3000030517578 366 9 329 9
LiuJQ-MZL-2013-142 mixed 113.4846667 38.95088333 8.89999961853027 14.6999998092651 35.4000015258789 1062.90002441406 27.7000007629395 -13.8999996185303 41.5999984741211 21.7999992370605 -5.90000009536743 21.3999996185303 -4.5 603 175 4 108.599998474121 387 19 381 19
LiuJQ-MZL-2013-152 mixed 113.8048639 39.57789722 10 14.8000001907349 34.2999992370605 1109.90002441406 29.7999992370605 -13.3999996185303 43.2000007629395 23.6000003814697 -5.69999980926514 23 -4.09999990463257 538 157 5 104.599998474121 335 21 335 21
LiuJQ-MZL-2013-167 mixed 114.7267778 39.22044444 12.5 13.8999996185303 33.0999984741211 1096.80004882812 31.2999992370605 -10.6000003814697 41.9000015258789 25.8999996185303 -2.90000009536743 25.3999996185303 -1.39999997615814 586 189 2 119 394 12 394 12
LiuJQ-MZL-2013-174 mixed 117.4806667 40.58663889 10.5 12.8000001907349 31.1000003814697 1129.90002441406 29 -12 41 24.5 -5.09999990463257 23.8999996185303 -3.70000004768372 772 274 3 134.899993896484 576 12 576 12
LiuJQ-MZL-2013-192 mixed 119.1591944 40.9085 14.3000001907349 14 32.7000007629395 1162.40002441406 33.2999992370605 -9.39999961853027 42.7000007629395 28.5 -1.89999997615814 28 -0.400000005960464 732 261 2 143.600006103516 566 7 566 7
LiuJQ-MZL-2013-197 mixed 119.9179167 41.17952778 14.8000001907349 14.1999998092651 32.5 1196.5 34.2000007629395 -9.5 43.7000007629395 29.2999992370605 -1.79999995231628 28.8999996185303 -0.300000011920929 709 255 2 141.199996948242 544 8 544 8
LiuJQ-MZL-2013-203 mixed 121.5665 41.53786111 14.1999998092651 11.6000003814697 28.1000003814697 1198.19995117188 32.7999992370605 -8.60000038146973 41.4000015258789 28.7999992370605 -2.5 28.2999992370605 -0.899999976158142 753 259 2 133.800003051758 554 8 554 8
LiuJQ-MZL-2013-221 Ne 123.15125 40.99263889 14.1999998092651 10.3000001907349 25.2000007629395 1181 32.4000015258789 -8.39999961853027 40.7999992370605 29.2000007629395 -2.70000004768372 28.1000003814697 -0.699999988079071 941 279 6 118.199996948242 637 25 629 25
LiuJQ-MZL-2013-238 Ne 124.38425 40.62366667 14.1000003814697 10.8999996185303 26.8999996185303 1139.30004882812 32.5999984741211 -8 40.5999984741211 29 -2.09999990463257 27.6000003814697 -0.200000002980232 1175 347 11 111.699996948242 769 43 754 43
LiuJQ-MZL-2013-247 Ne 126.5994722 41.94136111 11.8999996185303 11.6999998092651 26.5 1250.40002441406 32.5 -11.6999998092651 44.2000007629395 28.1000003814697 -6.40000009536743 27 -3.90000009536743 1014 264 10 102.199996948242 642 39 642 39
LiuJQ-MZL-2013-257 Ne 127.5297778 41.47919444 11.3999996185303 11.6999998092651 27.2000007629395 1209.80004882812 31.8999996185303 -11.1000003814697 43 27.2000007629395 -6.19999980926514 26 -3.79999995231628 975 245 12 100.800003051758 611 41 611 41
LiuJQ-MZL-2013-264 Ne 128.1434167 41.57469444 8.80000019073486 11.8999996185303 28 1192.80004882812 29.1000003814697 -13.5 42.5999984741211 24.3999996185303 -8 23.2000007629395 -6 935 230 11 100.5 586 37 586 37
LiuJQ-MZL-2013-270 Ne 126.8848333 42.62916667 11.6999998092651 11.6999998092651 26.1000003814697 1266.59997558594 32.5 -12.5 45 28.1000003814697 -6.90000009536743 27 -4.30000019073486 914 240 12 102 578 38 578 38
LiuJQ-MZL-2013-282 Ne 128.9276111 42.48758333 11.3000001907349 11.5 28.6000003814697 1135.5 30.7999992370605 -9.39999961853027 40.2000007629395 26.2000007629395 -4.40000009536743 25.2000007629395 -2.59999990463257 799 190 7 101.599998474121 498 26 498 26
LiuJQ-MZL-2013-298 Ne 129.0338889 43.90666667 10.6999998092651 10.8999996185303 25.8999996185303 1243.5 31.2999992370605 -10.8999996185303 42.2000007629395 26.8999996185303 -6.59999990463257 25.8999996185303 -4.59999990463257 706 181 4 107.099998474121 454 16 454 16
LiuJQ-MZL-2013-313 Ne 129.7575 46.71594444 10.8000001907349 10.8000001907349 23.2000007629395 1385.59997558594 32.9000015258789 -13.6999998092651 46.5999984741211 28.6000003814697 -9.39999961853027 27.7000007629395 -6.40000009536743 730 186 5 108.800003051758 481 20 481 20
LiuJQ-MZL-2013-327 Ne 127.1319444 45.38769444 11.6000003814697 11.3000001907349 24 1381.5 33.2999992370605 -13.6999998092651 47 28.7999992370605 -8.39999961853027 28.3999996185303 -5.59999990463257 683 212 4 117.099998474121 464 16 464 16
LiuJQ-MZL-2013-338 Ne 126.7770833 48.75094444 8.5 12 23.6000003814697 1490.40002441406 32 -18.7999992370605 50.7999992370605 27.3999996185303 -13.3000001907349 26.6000003814697 -10.3000001907349 647 186 5 111.199996948242 429 17 429 17
LiuJQ-MZL-2013-342 Ne 127.6398333 49.46366667 8.80000019073486 12.5 24.2000007629395 1484 33.2000007629395 -18.2999992370605 51.5 27.8999996185303 -12.5 26.7999992370605 -9.69999980926514 657 171 5 102 416 22 416 22
LiuJQ-MZL-2013-349A Ne 127.4135 50.16175 9.30000019073486 11.5 23.3999996185303 1438.80004882812 33.0999984741211 -16.2000007629395 49.2999992370605 28 -11.1000003814697 26.8999996185303 -8.60000038146973 677 163 6 99.6999969482422 425 25 425 25
LiuJQ-MZL-2013-357 Ne 126.5409722 49.518 7.30000019073486 12.3999996185303 25.3999996185303 1402.69995117188 30.7999992370605 -18.1000003814697 48.9000015258789 25.7000007629395 -12.1999998092651 24.6000003814697 -9.80000019073486 687 186 6 106.300003051758 444 19 444 19
LiuJQ-MZL-2013-361 Ne 124.1177778 50.43052778 7.59999990463257 14.1000003814697 27.2000007629395 1437.5 32.2999992370605 -19.5 51.7999992370605 26.3999996185303 -12.5 25.2000007629395 -10.1999998092651 634 178 3 114.599998474121 434 12 434 12
LiuJQ-MZL-2013-398 Ne 118.1725556 42.10461111 12.1000003814697 13.3000001907349 31 1191.69995117188 32.4000015258789 -10.5 42.9000015258789 26.7999992370605 -2.20000004768372 26.2999992370605 -2.79999995231628 540 184 1 129.300003051758 400 6 400 6
LiuJQ-MZL-2013-422 mixed 111.7 40.93136111 10.6999998092651 13.6999998092651 31 1191.5 31.7000007629395 -12.3999996185303 44.0999984741211 24.7999992370605 -6.40000009536743 24.7999992370605 -4.40000009536743 325 95 2 115.300003051758 224 6 214 6
LiuJQ-MZL-2013-425 mixed 105.9248056 38.74583333 10.8000001907349 11.1999998092651 28.6000003814697 1059.30004882812 29.7000007629395 -9.30000019073486 39 23.6000003814697 -4.09999990463257 23.5 -2.70000004768372 298 72 1 96.0999984741211 184 4 168 4
LiuJQ-QTP-2013-102 rot 92.93527778 29.03555556 9.69999980926514 13.3000001907349 46.4000015258789 588.099975585938 22.1000003814697 -6.5 28.6000003814697 16.3999996185303 1.20000004768372 16.5 2.40000009536743 528 154 1 117.5 355 5 351 5
LiuJQ-QTP-2013-196 rot 92.58152778 28.59327778 8.80000019073486 15.8999996185303 51.0999984741211 594.099975585938 21.7000007629395 -9.39999961853027 31.1000003814697 15.8999996185303 0.200000002980232 15.6999998092651 1.39999997615814 434 130 1 117.300003051758 295 5 295 5
LiuJQ-QTP-2013-210 rot 97.47755556 28.78761111 12.8000001907349 9.69999980926514 45.5 495.5 23.6000003814697 2.29999995231628 21.2999992370605 18.5 7.80000019073486 18.3999996185303 6.80000019073486 1239 227 12 80.8000030517578 651 46 651 102
LJ rot 100.3666667 27.41666667 12.1000003814697 11.6000003814697 43.9000015258789 546.099975585938 22.6000003814697 -3.79999995231628 26.3999996185303 18.2999992370605 4.90000009536743 18.1000003814697 4.90000009536743 883 156 9 70.9000015258789 422 42 422 46
LZQ-106 rot 102.3541667 27.69965 16.1000003814697 11.1000003814697 42.2000007629395 531.400024414062 26.7999992370605 0.5 26.2999992370605 22.3999996185303 7.69999980926514 22 8.89999961853027 1032 201 6 93.3000030517578 554 24 554 24
LZQ-117 rot 101.2521667 27.96751667 15.6000003814697 12.8999996185303 45.0999984741211 552.200012207031 26.8999996185303 -1.70000004768372 28.6000003814697 21.7000007629395 6.80000019073486 21.5 8 941 180 6 87.0999984741211 484 26 484 26
LZQ-81 rot 104.1082 26.73855 15.3999996185303 10.1999998092651 40.7000007629395 546.5 26.1000003814697 1.10000002384186 25 21.6000003814697 7.09999990463257 21.3999996185303 8 1123 212 10 87.6999969482422 575 36 572 36
LZQ-98 rot 102.8304167 27.15027778 15.5 10.1999998092651 41.7999992370605 519.400024414062 25.6000003814697 1.10000002384186 24.5 21.6000003814697 7.5 21.2999992370605 8.5 1076 205 9 91 571 31 571 31
MaoKS-CX-2014-120 rot 101.75279 27.56695 14.6000003814697 11.6000003814697 43.9000015258789 525.5 25.1000003814697 -1.29999995231628 26.3999996185303 20.6000003814697 6.30000019073486 20.2999992370605 7.40000009536743 992 191 5 89.6999969482422 521 24 521 24
MaoKS-CX-2014-188 rot 96.6905 29.83564 7.40000009536743 12.1000003814697 42.5 598.099975585938 20.7999992370605 -7.69999980926514 28.5 14.1000003814697 -1.39999997615814 14.3000001907349 0 855 163 6 88 460 23 459 23
